904.31,93.54,130.8,128.28,117.02,130.18,109.45,73.825,41.9,22.7,28.9,30.9,42.26,39.575,53.325,22.64,37.5,22.68,14.66,11.6,4.2,4.62,4.36,10.88,5.48,4.3,3.85,0.525,1e-012,1e-012,1e-012
907.62,133.82,171.98,151.46,178.7,136.54,140.23,88.55,53.36,34,25.15,28.34,71,51.85,54.175,40.74,38.125,31.52,33.92,17.42,1.4,9.14,15.34,13.34,8.5,3.28,1e-012,1e-012,1e-012,0.54,1e-012
910.93,126.88,159,158.86,149.04,129.4,144.32,77.925,50.58,37.44,27.95,20.32,43.5,36.225,41.6,19.08,33.075,37.04,26.44,10.64,16.4,11.38,16.6,11.7,10.04,0.58,1e-012,1e-012,1e-012,1e-012,1e-012
914.24,142.56,200.32,160.66,164.48,149.72,167.35,94.675,59.98,51.02,14.85,41.26,46.52,70.625,43.4,35.5,59.375,42.34,40.68,24.08,10.7,9.04,11.18,24.42,18.84,5.7,6.4,0.2,0.22,1e-012,1e-012
917.55,153.38,197.6,184.36,179.34,168.5,153.65,88.875,46.66,47.3,32.75,30.56,55.58,57.2,63.7,34.38,61.8,32.2,10.1,15.9,5,6.98,16.86,18.66,18.4,7.46,0.15,1e-012,1e-012,1e-012,1e-012
920.86,165.88,225.34,230.04,195.56,177.86,204.2,125.97,76.86,75.38,51.2,52.84,78.16,91.325,78.975,75.36,68.75,44.04,32.4,22.22,31.5,18.84,25.88,33.4,12.76,13.4,11.275,0.175,1e-012,1e-012,0.55
924.17,193.12,258.16,271.06,247.5,215.44,236.18,131.45,82.74,87.34,39.95,71.5,59.48,75.9,94.05,54.42,72.75,69.16,44.72,18.72,0.45,34.56,20.16,29.26,7.32,9.78,1.775,0.7,1e-012,1e-012,1e-012
927.48,296.5,374.68,372.14,351.84,302.06,343.13,200.77,155.98,137.36,57.65,114.58,121.62,162.13,134.88,124,160.95,127.1,63.32,40.4,1.15,56.64,38.92,56.72,42.84,29.36,22.3,1e-012,5.16,1.46,1e-012
930.78,494.7,579.34,572.26,544.88,440.98,602.45,294.33,241.98,252.18,51.3,193.24,234.86,241.73,188.95,196.02,256.08,207.72,72.56,70.68,9.55,72.12,95.9,99.58,72.64,38.92,26.1,1e-012,1e-012,1e-012,1e-012
934.09,855.84,929.14,931.7,862.08,705.48,1013.8,472.08,387.04,429.14,60.1,376.22,373.64,401.23,341.92,394.86,458.7,370.6,166.02,174.1,1.65,185.18,174.32,231.52,181.5,90.2,117.45,1e-012,0.96,0.04,1e-012
937.4,1248,1424,1406,1290.4,1038.6,1537.6,676.05,617.44,645.6,52.5,546,587.22,590.72,489.05,604.28,709.2,564.4,241.84,235.54,16.8,300.7,274.1,369.44,285.3,166.16,165.57,1e-012,1e-012,1e-012,0.75
940.71,1807.9,1999.2,2012.2,1835,1464.5,2209.6,967.17,890.68,946.52,65.3,803.9,856.92,868.8,731.2,848.62,1026,848.04,378.8,400.52,12.45,474.78,436.72,554.04,445.94,277.38,268.9,0.75,3.02,1e-012,1e-012
944.01,2352.8,2612.7,2628.7,2400.2,1889.2,2901.5,1240.9,1177.1,1232.3,34.7,1079.4,1109.8,1125.5,953.53,1151.5,1342.8,1124.6,484.14,534.08,3.5,634.06,557.06,730.98,572.56,407.8,363.75,1e-012,0.38,1e-012,1e-012
947.32,2961.1,3246.3,3237.4,2955.5,2319.9,3602.4,1512.6,1461.5,1562.4,40.7,1336.8,1361.8,1433.9,1199.6,1433.7,1700.7,1386.5,627.8,676.96,13.75,816.16,693.26,938.64,760.96,477.78,472.27,1e-012,6.6,1e-012,1e-012
950.62,3386.4,3736,3757.4,3441.7,2697,4215,1766.9,1669.6,1783.8,37.1,1543.4,1585.5,1631.8,1361.5,1622.2,1970.8,1615.3,683.6,775.18,0.85,926.62,812.78,1087.7,872.92,583.58,567.63,1e-012,0.2,1e-012,1e-012
953.93,3818.2,4192.4,4211,3837.2,3002.9,4741.1,1972.4,1858.3,2027.4,41.25,1747.2,1801.7,1816.4,1570.5,1880.9,2220.9,1825.6,808.38,885.84,3.25,1041.7,919.26,1210.6,985.26,665.96,657.65,1e-012,0.32,1e-012,1e-012
957.23,4097.2,4527.4,4511.2,4113.3,3228.4,5069.9,2089.4,1994.8,2157,35.6,1864.7,1904.2,1968.7,1660.9,1988.1,2360.3,1969.4,860.24,955.72,11.9,1125.7,985.54,1303.8,1065.1,736.84,695.03,0.1,0.86,1e-012,1e-012
960.54,4314.9,4754,4765.8,4359.6,3411.5,5343.3,2221.6,2113.9,2303.9,21.45,1988.1,2049,2077.9,1766,2121.7,2538.6,2081.3,918.26,1034.4,1e-012,1188,1063.8,1411.3,1134.5,798.46,749.4,0.375,1e-012,1e-012,1e-012
963.84,4447.3,4908.5,4940.2,4513.5,3508.5,5552.3,2279.1,2200.4,2381.8,43.95,2047.3,2100.5,2176.7,1793,2181.5,2586.8,2150,943.8,1049.7,6.75,1243.9,1077.3,1425.8,1173.8,797.3,765.88,1e-012,1e-012,1e-012,1e-012
967.14,4561.1,5067.8,5060.7,4648,3634.7,5675.9,2353.5,2235.2,2463.3,74.65,2116.6,2168,2252.9,1883.4,2256.4,2687.3,2223.1,959.44,1083.2,7.9,1301.6,1120.6,1496.8,1196.9,827.2,818.97,1e-012,6.14,1.56,1e-012
970.45,4635.1,5124.3,5158.6,4700.3,3641,5769.4,2379.5,2280.4,2478.2,44.05,2130.3,2193,2246.6,1910.3,2312.4,2722.2,2270.5,999.88,1110.7,20.05,1298.1,1119.5,1512.2,1219.5,826.98,819.22,0.675,1e-012,1e-012,1e-012
973.75,4723.8,5242,5203.2,4787.1,3725.3,5932.5,2431,2333.3,2554.8,36.35,2173.6,2221.7,2327.1,1943,2323.9,2768.1,2307.6,1018,1135.3,6.4,1316.8,1156.9,1547.6,1250.9,848.08,864.58,1e-012,1e-012,1e-012,1
977.05,4718.6,5235.1,5249.7,4815.6,3729.7,5942.8,2452.2,2344,2532.8,40.15,2204.8,2236.8,2307.3,1964.2,2344.5,2778.6,2320.4,991.44,1157.6,7.45,1338.1,1145.2,1527.2,1250.2,840.18,854.05,0.925,1e-012,1e-012,1e-012
980.35,4780.8,5284.1,5304.6,4850.5,3805.3,5981.2,2469.8,2373.3,2568.2,41.7,2210.8,2283.3,2335.9,1975.6,2390.2,2833.4,2361.2,1002.2,1164.9,11.85,1371.7,1193.8,1548.3,1285.2,859.68,851.9,1.7,2.42,1e-012,3.3
983.66,4817.8,5304.3,5311.1,4911.3,3829.3,6015.4,2456.8,2390.7,2587.4,34.85,2220.9,2284.5,2352.9,1933.2,2379.1,2818.6,2323,991.26,1151.3,0.2,1352.5,1171.8,1587.7,1266.9,860.54,848.28,1e-012,1e-012,1e-012,1e-012
986.96,4862.2,5371.6,5368.8,4910,3863.2,6044.9,2485.4,2376.1,2615.2,32.55,2236.2,2344.4,2377.4,1983.3,2421.2,2866,2382.7,1043.8,1164.9,15.35,1385,1192,1582.9,1290.8,888.94,877.22,0.45,1e-012,1e-012,1e-012
990.26,4886,5409.6,5369.5,4894.8,3854,6069.9,2481.6,2413.7,2612.6,38.2,2249.5,2312,2376,2004.6,2420.9,2857.6,2406,1024.8,1175.6,0.15,1358,1188.3,1571.2,1292.8,888.86,872.42,0.4,1e-012,1e-012,1e-012
993.56,4902,5422.3,5455.1,4963.3,3902.2,6135.3,2501.1,2444.5,2654.1,61.3,2295.5,2323.1,2417.5,2028.8,2436.2,2898.8,2416.8,1045,1176.4,12.5,1397.3,1206.6,1589.8,1313.9,884,880.13,1e-012,4.36,0.68,1e-012
996.86,4953,5425.8,5461.8,4981.2,3877.6,6144.1,2513.2,2413.3,2640.5,43.3,2267,2343.3,2390.2,2004.1,2405.7,2886.1,2418.5,1049.9,1184.9,0.5,1381.8,1171.8,1601,1301,881.02,923.28,1e-012,1e-012,1e-012,1e-012
1000.2,4966.8,5461.2,5541.4,5029.4,3937.7,6167.1,2553.4,2439.5,2707.6,55.25,2312.8,2329.6,2426.2,2046.6,2461.5,2923.8,2431,1060.5,1187.5,3.3,1396.5,1210,1606,1304.2,895.28,913.15,1e-012,6.86,1e-012,3.45
1003.5,4998.9,5476,5523.4,5020.2,3907.1,6172.1,2535.5,2459.4,2680.7,28.2,2323,2351.4,2411.7,2042.8,2455,2919,2430.6,1052,1183.5,1e-012,1381,1210.9,1614.5,1300.3,881.38,887.28,1e-012,0.06,1e-012,1e-012
1006.8,5007.2,5527.8,5546.2,5090.1,3948.6,6218.2,2589.4,2493.7,2698.2,52.4,2330.5,2381.1,2449.2,2036.1,2507.8,2939.2,2440.1,1077,1204.3,1e-012,1423.5,1212.3,1608.9,1311.6,904.44,906.35,1e-012,0.16,1e-012,1e-012
1010.1,5054.4,5496,5561,5066.1,3943.8,6194.1,2553.3,2447.7,2670.2,27.2,2319.4,2351.2,2437,2048.5,2482.5,2929.5,2420.1,1061.8,1187.1,0.5,1386.4,1232.4,1623.1,1328.5,878.34,901.38,1e-012,1e-012,1e-012,0.8
1013.4,5065.5,5562.8,5592.6,5085.3,3972,6252.3,2581.1,2485.5,2710.6,24.05,2347.4,2401.4,2468.6,2088.8,2508.3,2964.7,2471.8,1069.6,1213.3,0.5,1413.4,1215.5,1633.2,1331.6,913.06,905.78,1e-012,0.3,1e-012,1e-012
1016.7,5094.7,5562.6,5621.7,5106,3984.5,6258,2575.4,2460.3,2696.4,32.1,2345.1,2401.7,2451.9,2051.9,2475.4,2942,2453.4,1046.7,1202.9,17.75,1414.7,1211.5,1628.3,1339.8,904.16,908.05,1e-012,0.94,1e-012,1e-012
1019.9,5102.9,5601.2,5604.3,5149.9,4027.2,6305.3,2602.9,2505.2,2741.7,48.85,2343.8,2399,2470.6,2090.2,2528.2,2987.1,2466.5,1064.2,1216.4,12.4,1418.8,1224.7,1655.3,1337.2,924.54,914.3,1e-012,0.76,1e-012,1e-012
1023.2,5113.4,5615.5,5628.3,5116.5,4047.3,6322.4,2570.8,2500.2,2700.8,39.45,2356.9,2404.7,2460.6,2062.1,2513.7,2963.7,2479.1,1065.1,1187.8,15.85,1413.6,1215.3,1629.9,1331.1,895.04,932.75,1.825,2.38,1e-012,0.8
1026.5,5170.3,5662.4,5674,5143.1,4050.5,6380.7,2628.9,2526.2,2736,67.15,2353.6,2427.7,2494.9,2085.3,2524.1,2982.3,2464.9,1064.4,1214.5,8.75,1436.3,1240.3,1642.6,1373.6,922.96,923.25,1e-012,0.96,1e-012,1e-012
1029.8,5162.7,5669.2,5669.6,5157.3,4049.5,6362.6,2588.6,2512.4,2736.6,45.95,2355.7,2404.4,2491.9,2100.7,2530.1,2959.1,2474.1,1063,1213.1,7.75,1410.4,1240,1649.5,1344.2,915.8,933.47,0.875,0.14,1e-012,1e-012
1033.1,5226.2,5698.2,5735,5188,4093.3,6394.9,2629.1,2572.4,2798,31.65,2386.7,2431,2523.6,2119.8,2573.6,2981.3,2490.4,1086.8,1230.6,4.5,1453.9,1250.8,1653.4,1369.7,928.04,948.25,1.2,0.02,1e-012,1e-012
1036.4,5218.2,5693.8,5776.8,5232.9,4096.1,6448.3,2636.7,2549.9,2754.2,30.75,2406.1,2441.7,2512.9,2094.8,2564.7,3009.3,2479.9,1069,1250.1,1e-012,1447,1249,1654.9,1357.6,932.64,940.13,0.05,2.22,1e-012,1e-012
1039.7,5291.1,5780.7,5817.7,5294.1,4164.6,6497.8,2652.9,2549.8,2811.8,28.6,2404,2484.1,2554.1,2151.7,2570.1,3045,2532,1087.7,1233.3,4.7,1464.5,1253,1677.2,1374.8,937.5,937.05,1e-012,0.5,0.3,1e-012
1043,5289.9,5773.6,5880.5,5283.8,4164,6493.9,2644.8,2556.7,2788.9,58.7,2400,2437.9,2546.4,2131.9,2588.1,3048.3,2525.8,1082.2,1249.4,11.8,1443.8,1262.6,1709.7,1390.5,925.72,954.5,0.025,1e-012,1e-012,1e-012
1046.3,5379,5857.2,5916.9,5362.5,4212.9,6618.8,2705.8,2577.2,2820,19.9,2444.6,2489.2,2569.8,2167.2,2620.5,3081.6,2550.2,1102.6,1257.6,1.9,1506.2,1280,1683.8,1402.5,936.62,984.9,1e-012,3.14,0.04,1e-012
1049.6,5369.5,5866.9,5985.3,5361.9,4221.9,6592.2,2714.6,2602.2,2838.3,41.35,2422.3,2516.5,2605.4,2163.2,2626,3084.4,2586.2,1113.9,1252.2,2,1472.2,1284.4,1702,1377.6,935.82,952,1e-012,1.26,1e-012,1e-012
1052.9,5414.9,5929,6038.7,5414.5,4274.8,6669.7,2724.9,2603.3,2855.9,46.5,2477.9,2537.7,2616.8,2176,2661.5,3150.5,2585.5,1130.9,1277,5.35,1498.8,1331.9,1740.8,1414.9,959.02,979.83,1e-012,1e-012,1e-012,0.55
1056.2,5444,5954.7,6023.4,5440.7,4304.5,6706.2,2721.6,2626.9,2878.5,43.35,2497.7,2542.6,2628.1,2205.3,2663.8,3123.9,2580.2,1115.6,1259.5,13.35,1497.2,1295.3,1712.7,1410.5,942.82,961.97,1e-012,1e-012,1e-012,0.15
1059.5,5498.9,6001.6,6099.8,5502.4,4354.8,6767.8,2770.1,2649.6,2892.2,48.75,2511.5,2569.9,2650.1,2244.3,2680.2,3146.8,2618.7,1135,1269.3,11.2,1505,1291,1748.9,1464.7,978.62,978.1,1e-012,0.3,1e-012,4.15
1062.8,5564.4,6041.3,6092.5,5549.1,4335.3,6753.5,2777.2,2652.6,2907,56.6,2531.4,2548.7,2642.5,2232.8,2669.5,3179.5,2610.8,1120.5,1270.9,10.75,1497.8,1303.9,1756.9,1428.7,955.96,972.75,1e-012,0.1,1e-012,1e-012
1066.1,5582.8,6082.4,6174.1,5592.7,4398.9,6838.2,2767.6,2706.5,2940.5,41.8,2537.3,2593.2,2703.3,2255.4,2739.7,3198.9,2664.2,1155.1,1327.7,0.15,1526.5,1330.3,1754,1464.1,960.58,1020.6,0.15,0.14,1e-012,1.3
1069.4,5639.8,6114,6238.3,5578.3,4395,6874.6,2789.3,2684.3,2948,46.85,2542.2,2599.4,2691.2,2278.3,2723.2,3200.4,2657.5,1149.9,1294.5,8.2,1519.9,1294.1,1780,1450.7,976.64,1016.4,1e-012,0.14,1e-012,1e-012
1072.7,5680.4,6161.9,6299.5,5648.6,4454.7,6964.6,2809.9,2734.8,2961.2,37.1,2560.5,2639.7,2729.8,2314.8,2761.8,3217.4,2691,1177.4,1325.7,1.15,1549.9,1327.9,1807.5,1474.3,1002.4,1004,0.075,4.94,1e-012,1e-012
1075.9,5697.5,6173.2,6283.4,5689.5,4479.8,6998.7,2832,2729.3,2981,32.8,2580.7,2612.6,2719.9,2273.2,2791.8,3244.9,2702.7,1150.1,1323.6,7.25,1545.8,1322,1795.1,1460.6,989.98,1003.1,0.175,0.12,1e-012,1e-012
1079.2,5798.7,6283.7,6401.3,5763.6,4534,7014.7,2849.6,2775.3,3022,37.35,2600.9,2678.7,2750.4,2331.3,2798.5,3261.9,2719.5,1199.8,1352.3,25.4,1564.4,1353.9,1807.3,1514.8,1017.2,1034.4,1.325,0.1,1e-012,1e-012
1082.5,5811.5,6284.4,6418.7,5785.9,4569.6,7046.2,2881.4,2771,3030.9,59.95,2621.4,2679.6,2756.8,2320.5,2812.2,3272.1,2712.3,1188.1,1342.8,2.5,1577.2,1363.7,1827.7,1506.2,1023.8,1011.6,1e-012,1e-012,1e-012,1e-012
1085.8,5830.5,6362,6476.2,5844.9,4599.6,7122,2893.6,2817.3,3087.3,74.95,2661.4,2716.4,2820.5,2357.4,2832.5,3348.4,2762.7,1171.9,1346.9,12.55,1600.9,1382,1872.6,1519.2,1019.5,1037.6,0.025,1e-012,1e-012,1e-012
1089.1,5896,6344.5,6528.6,5893.9,4644.8,7160.1,2933.6,2814.5,3062.7,30.7,2666.2,2703.6,2811.1,2378.5,2840.8,3333.2,2780.1,1174.4,1355.7,17.2,1580.9,1374.1,1836.9,1506.1,1061.4,1039,0.05,0.04,1e-012,1e-012
1092.4,5953,6443.7,6582.8,5911.2,4679.3,7237.7,2930.9,2850.6,3134.1,38.8,2690.8,2743.3,2822.3,2376.6,2885.7,3376.7,2775.9,1217.6,1352.3,1.75,1614.9,1406.9,1862.6,1541.2,1029.2,1033.7,0.075,1.74,1e-012,0.3
1095.7,5961.4,6506.1,6628.8,5947.7,4681.4,7255,2968.4,2845,3121.2,40.4,2704.9,2761.5,2842.5,2386.4,2886.2,3402.1,2803.1,1209.1,1361.2,17.15,1600.5,1398.9,1875.5,1543.4,1032.1,1036.8,0.625,1e-012,1e-012,1e-012
1099,6025.2,6532.1,6713.6,5995.4,4700.3,7336.3,2995.4,2880.3,3168.7,52.1,2737.1,2788.8,2893,2434.1,2894.9,3404.9,2818.7,1236.1,1388.6,11.7,1619.6,1440.6,1910.1,1545,1065.3,1064.9,0.275,1.18,1e-012,1e-012
1102.3,6033.9,6535.5,6715.9,6016.1,4750.4,7363.8,2984.9,2871.1,3146.7,43.75,2742.4,2802.7,2896,2417.9,2921.3,3429.1,2818.4,1235.2,1373.5,12.85,1625.9,1417.4,1879.9,1538,1032.3,1065.3,0.525,1e-012,1e-012,1e-012
1105.6,6067.8,6606.1,6808.6,6044.9,4795.5,7476,2990.3,2911.5,3182.3,42.1,2764.6,2808.8,2902.5,2468.1,2935.6,3490.6,2871,1250,1368.1,0.75,1645.5,1437.2,1904.9,1530.3,1037.2,1052.3,1e-012,0.26,1e-012,1e-012
1108.8,6084.9,6614,6800.3,6062.8,4788.6,7413,3018.8,2883.5,3205.1,58.15,2754.6,2836.1,2937.1,2444,2965.8,3447.7,2855.6,1254.1,1372.4,7.4,1622.5,1424.7,1886.2,1559,1047.8,1063.1,1e-012,1e-012,1e-012,1e-012
1112.1,6145.6,6664.9,6861.5,6113.8,4841.3,7505.6,3031.7,2946.8,3235.2,38.55,2790.8,2855.5,2944.9,2470.6,2978.4,3477.6,2889.1,1254.2,1405.7,23.75,1647.8,1426.1,1894.8,1551.3,1029.5,1056.4,1e-012,0.24,0.06,1e-012
1115.4,6139.7,6639.1,6849.9,6109.7,4872.5,7552.4,3020.6,2920.2,3182.3,23.2,2765,2821.3,2905.4,2469.7,2960.3,3492.9,2853.3,1222.9,1399.5,1e-012,1659.5,1425.6,1904.9,1558.8,1046.4,1074.8,1e-012,0.9,1e-012,1e-012
1118.7,6166.4,6692.8,6855.6,6145.9,4899,7520.3,3003.4,2942.6,3191.3,36.5,2783.8,2860.2,2926.2,2481,2997,3471.9,2878.5,1249.5,1372.6,3.35,1653.6,1434.7,1907.4,1564.6,1037.6,1048.4,1e-012,1e-012,1e-012,1e-012
1122,6125.1,6659.4,6849.4,6110.3,4902.1,7532.3,3008.2,2915.7,3168.3,48.75,2783.7,2841.2,2943,2463.1,2968.9,3440,2849.3,1224.4,1372.2,0.45,1642.2,1390.8,1867.2,1544.1,1030.4,1053.2,1e-012,1e-012,1e-012,1e-012
1125.3,6138.9,6650,6885.1,6160.3,4932.8,7574,3012.7,2901.5,3193.4,49.7,2771.4,2870.8,2939.3,2481.1,2962.5,3448.1,2865,1241.3,1405.2,4.45,1636.3,1408.8,1879.4,1530.2,1037,1041.6,1e-012,1e-012,1e-012,1e-012
1128.6,6107.1,6636.1,6872.4,6121.9,4905.6,7532,2982.6,2883,3167.5,41.05,2748.8,2831.7,2894.8,2442.5,2947,3383.8,2802.9,1196.1,1359.1,8.1,1617.4,1389.6,1866.3,1538.8,1015.3,1014.3,1e-012,0.18,1e-012,1e-012
1131.8,6105.8,6626,6854.9,6146.5,4945.8,7479.1,2962.8,2882,3151.4,56.2,2746.4,2836.4,2930.7,2459.7,2940.7,3408.4,2808.8,1191.5,1360.4,14.95,1616,1394,1851.3,1506,1007.3,1021.8,0.75,8.66,1e-012,0.1
1135.1,6046.6,6609.8,6784.6,6141.6,4915,7430.5,2916,2834.4,3127.4,37.7,2681.4,2795.6,2890.8,2436.5,2907.1,3362.7,2761.2,1172.1,1327.1,4.75,1560.7,1345.7,1829.3,1477.6,973.8,991.4,1e-012,5.14,1e-012,1e-012
1138.4,6049.9,6603.5,6837.9,6151.7,4868.7,7500.6,2925.9,2840.1,3111.5,30.45,2709.1,2792.4,2913.7,2416.3,2909.3,3337.4,2791.1,1175.5,1337.8,10.45,1586.8,1366.5,1817.8,1502.3,954.5,985.97,0.075,1e-012,1e-012,1e-012
1141.7,6008.8,6557.9,6818.3,6106.2,4862.7,7407.8,2916.2,2817.4,3105.6,31.7,2678.1,2769.7,2871.5,2402.8,2891.1,3306.1,2755.8,1172.3,1305,7.5,1552.5,1319.5,1782.3,1480.4,955.22,945.88,1e-012,0.54,1e-012,3.6
1145,6079.9,6644.8,6872,6148.5,4895.7,7468.9,2942.4,2849.1,3152.2,34.45,2698.8,2780.1,2890.7,2435.3,2922.2,3337.1,2794.2,1175.4,1332.3,5.75,1565.4,1334.4,1814.1,1509.7,965.22,987.3,1e-012,5.5,1e-012,1e-012
1148.3,6077.6,6652.3,6857.7,6162.7,4916.8,7493.4,2946.3,2842.6,3150.9,29.55,2724.7,2777.3,2880.6,2459,2897.1,3391.1,2789.2,1165.5,1353.3,12.6,1543.9,1354.6,1801.6,1493.6,970.46,977.15,1e-012,0.28,1e-012,1e-012
1151.5,6133.7,6729.6,6909.1,6180.7,4977.4,7559.2,2953.8,2900.9,3222.3,38.75,2747.7,2831.4,2902.2,2469,2968.3,3413.1,2842.2,1194,1358.2,3.25,1590.9,1398.7,1836.6,1501.8,986.78,1014.5,1e-012,0.34,1e-012,0.35
1154.8,6149.8,6723.1,6955.2,6259.1,5008.6,7662.3,2966.9,2898.8,3215.3,35.9,2775.7,2846.5,2958.7,2463.9,2984.9,3465.5,2839.5,1222.2,1348.5,13.8,1599.1,1382.2,1835.2,1503,994.62,1002.2,2.325,1e-012,1e-012,1e-012
1158.1,6215.6,6764.8,6995.5,6264.8,5019.8,7652.3,3046.4,2918.3,3247.6,58.1,2831.8,2895.7,2996.6,2531.3,3021.8,3502.9,2898.8,1230.2,1381,7.8,1636,1409.5,1856.1,1556.6,1015.2,1041.5,0.2,0.5,1e-012,1e-012
1161.4,6216.5,6771.4,6982.9,6284.6,5061.5,7703.5,3058.7,2952,3260.7,50.35,2820.8,2884,2996.4,2538.7,3041.2,3515.8,2928.2,1240.4,1364.3,13.75,1623,1422.9,1883.5,1533.4,1019,1002.6,1e-012,1e-012,1e-012,1e-012
1164.7,6237.6,6842.3,7037,6293.2,5066.2,7757.4,3081.9,2975.5,3297.7,50.9,2860.5,2901.4,3016.3,2534,3039.6,3543.2,2922.6,1254.4,1397.1,7.5,1652,1423.7,1899.1,1573.4,1014.4,1055.9,1e-012,0.02,1e-012,1e-012
1168,6210.1,6847.2,7023.3,6280.8,5080.7,7745,3043.3,2939.3,3260.6,53.3,2824.3,2904.6,3024.8,2525.6,3037.5,3570.7,2899.8,1242.3,1380.7,2.25,1619.3,1413,1880.8,1567.5,1011.4,1040.4,1e-012,0.32,1e-012,1e-012
1171.2,6282.1,6855.5,7051.1,6307.8,5105.8,7752.4,3045.6,2976.3,3286.6,35.85,2851.4,2904.8,3023.4,2580.5,3042.4,3537.7,2907.2,1249.3,1396.1,9.3,1647.7,1422.2,1890.2,1537.6,1022.6,1030,1e-012,0.18,1e-012,0.45
1174.5,6228.3,6878.2,7042.3,6289.6,5055.4,7705,3020.4,2946.8,3248.2,15.2,2817.3,2930.4,2995.8,2549.9,3020.6,3503,2868.8,1247.8,1389.9,2.45,1601.9,1396.4,1853.5,1549.5,1014.3,1023.3,1e-012,1e-012,1e-012,1e-012
1177.8,6203.7,6823.3,7050.8,6308,5071.3,7713.5,3031,2960.3,3270.4,70.8,2867.9,2926.2,3015.8,2517,3057.1,3491.3,2891,1252.9,1409.8,29.95,1639.5,1409.1,1860.3,1531.6,1017.4,1037.7,0.3,1e-012,1e-012,1.55
1181.1,6204.2,6812.4,7008.7,6279.6,5041.3,7662.8,3008.7,2933.4,3266.7,50.35,2809.8,2892.8,2983.6,2523.7,3010.2,3473.3,2882.3,1232.1,1375.1,16.5,1619.9,1396,1872.4,1523.4,1027.2,1009.2,1e-012,1e-012,1e-012,1e-012
1184.3,6224.7,6809.3,7024.3,6277.8,5099.4,7701.3,3000.2,2924.3,3273.7,42.55,2806.7,2886.3,3006.1,2512.9,3026.9,3514.5,2853.3,1225.2,1361.1,8.4,1625.9,1407.2,1847,1526.7,1000.9,1006.5,1.175,1.7,1e-012,1e-012
1187.6,6199.5,6777.4,7011.6,6261.5,5065.2,7662.5,2967.3,2914.7,3237.8,35.2,2776.8,2883,3023.8,2526.9,3019.2,3481.1,2843.5,1216.6,1368.7,3.65,1614.2,1393.6,1832.6,1503.3,992.48,985.65,0.15,0.22,1e-012,3.75
1190.9,6216.7,6834.5,7021.4,6321.7,5087.9,7610.9,3008.4,2944,3254.6,58.95,2790.1,2882.6,2963.5,2517.8,3001.7,3482.4,2846.6,1232.4,1361.8,3.75,1634.9,1383.3,1847.2,1508.7,998,997.92,2.225,1e-012,1e-012,1e-012
